15,84,1
15,95,1
15,97,1
15,98,1
15,100,1
31,39,1
31,51,1
31,52,1
31,53,1
31,54,1
31,55,1
31,56,1
31,57,1
31,58,1
31,59,1
31,60,1
31,62,1
31,74,1
31,81,1
31,83,1
31,84,1
31,95,1
31,97,1
31,98,1
31,100,1
39,51,1
39,52,1
39,53,1
39,54,1
39,55,1
39,56,1
39,57,1
39,58,1
39,59,1
39,60,1
39,62,1
39,74,1
39,81,1
39,83,1
39,84,1
39,95,1
39,97,1
39,98,1
39,100,1
51,52,1
51,53,1
51,54,1
51,55,1
51,56,1
51,57,1
51,58,1
51,59,1
51,60,1
51,62,1
51,74,1
51,81,1
51,83,1
51,84,1
51,95,1
51,97,1
51,98,1
51,100,1
52,53,1
52,54,1
52,55,1
52,56,1
52,57,1
52,58,1
52,59,1
52,60,1
52,62,1
52,74,1
52,81,1
52,83,1
52,84,1
52,95,1
52,97,1
52,98,1
52,100,1
53,54,1
53,55,1
53,56,1
53,57,1
53,58,1
53,59,1
53,60,1
53,62,1
53,74,1
53,81,1
53,83,1
53,84,1
53,95,1
53,97,1
53,98,1
53,100,1
54,55,1
54,56,1
54,57,1
54,58,1
54,59,1
54,60,1
54,62,1
54,74,1
54,81,1
54,83,1
54,84,1
54,95,1
54,97,1
54,98,1
54,100,1
55,56,1
55,57,1
55,58,1
55,59,1
55,60,1
55,62,1
55,74,1
55,81,1
55,83,1
55,84,1
55,95,1
55,97,1
55,98,1
55,100,1
56,57,1
56,58,1
56,59,1
56,60,1
56,62,1
56,74,1
56,81,1
56,83,1
56,84,1
56,95,1
56,97,1
56,98,1
56,100,1
57,58,1
57,59,1
57,60,1
57,62,1
57,74,1
57,81,1
57,83,1
57,84,1
57,95,1
57,97,1
57,98,1
57,100,1
58,59,1
58,60,1
58,62,1
58,74,1
58,81,1
58,83,1
58,84,1
58,95,1
58,97,1
58,98,1
58,100,1
59,60,1
59,62,1
59,74,1
59,81,1
59,83,1
59,84,1
59,95,1
59,97,1
59,98,1
59,100,1
60,62,1
60,74,1
60,81,1
60,83,1
60,84,1
60,95,1
60,97,1
60,98,1
60,100,1
62,74,1
62,81,1
62,83,1
62,84,1
62,95,1
62,97,1
62,98,1
62,100,1
74,81,1
74,83,1
74,84,1
74,95,1
74,97,1
74,98,1
74,100,1
81,83,1
81,84,1
81,95,1
81,97,1
81,98,1
81,100,1
83,84,1
83,95,1
83,97,1
83,98,1
83,100,1
84,95,1
84,97,1
84,98,1
84,100,1
95,97,1
95,98,1
95,100,1
97,98,1
97,100,1
98,100,1
21,30,1
21,38,1
21,99,1
30,38,1
30,99,1
38,99,1
21,38,1
21,99,1
38,99,1
4,12,1
4,14,1
4,40,1
4,42,1
4,43,1
4,76,1
12,14,1
12,40,1
12,42,1
12,43,1
12,76,1
14,40,1
14,42,1
14,43,1
14,76,1
40,42,1
40,43,1
40,76,1
42,43,1
42,76,1
43,76,1
79,98,1
